CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Groupe,Numero,Pont,Num,Cote,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_nan,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_nan
True,33.0,False,0.0,0.0,165.06669562304072,0.0,0.0,True,64,2,5,3,2,0.0,0.0,1.0,0.0,1.0,0.0
False,62.0,False,1.0,153.0,197.0,0.0,460.0,False,66,1,7,6,1,0.0,0.0,0.0,0.0,1.0,0.0
True,0.0,False,0.0,0.0,0.0,0.0,0.0,True,67,1,7,10,2,0.0,0.0,0.0,1.0,0.0,0.0
False,18.0,False,1.0,258.0,446.0,0.0,0.0,True,67,2,7,10,2,0.0,0.0,0.0,0.0,1.0,0.0
False,21.0,False,1946.0,37.0,0.0,0.0,24.0,False,67,3,6,15,2,0.0,0.0,0.0,0.0,0.0,0.0
False,28.813143946179512,False,793.0,0.0,2.0,253.0,0.0,False,68,1,5,4,2,0.0,1.0,0.0,0.0,1.0,0.0
False,42.0,False,887.0,0.0,9.0,6.0,0.0,True,69,1,6,16,2,0.0,0.0,0.0,0.0,1.0,0.0
False,19.0,False,190.0,0.0,5.0,1.0,726.0,False,70,1,6,13,1,0.0,0.0,0.0,0.0,1.0,0.0
False,17.0,False,16.0,2165.0,0.0,0.0,52.0,False,71,1,6,14,1,0.0,0.0,0.0,0.0,1.0,0.0
False,14.0,False,0.0,1.0,0.0,0.0,1063.0,False,72,1,6,17,2,0.0,0.0,0.0,0.0,1.0,0.0
False,37.0,False,46.0,83.0,738.0,0.0,12.0,False,73,1,4,3,1,0.0,1.0,0.0,1.0,0.0,0.0
False,42.0,False,1.0,8397.0,0.0,0.0,506.0,True,74,1,3,3,2,1.0,0.0,0.0,0.0,1.0,0.0
False,27.0,False,147.0,0.0,1018.0,0.0,0.0,True,76,1,6,18,2,0.0,1.0,0.0,0.0,1.0,0.0
False,28.0,False,14.0,0.0,1295.0,0.0,0.0,True,77,1,6,15,1,0.0,1.0,0.0,0.0,1.0,0.0
False,38.0,False,0.0,5840.0,0.0,321.0,9654.0,False,78,1,3,4,2,1.0,0.0,0.0,0.0,1.0,0.0
True,13.0,False,0.0,0.0,0.0,0.0,0.0,False,81,1,7,13,2,0.0,0.0,0.0,0.0,1.0,0.0
False,42.0,False,7406.0,0.0,0.0,0.0,0.0,False,82,1,6,16,1,0.0,1.0,0.0,0.0,1.0,0.0
True,2.0,False,0.0,0.0,0.0,0.0,0.0,True,82,2,6,16,1,0.0,1.0,0.0,0.0,1.0,0.0
False,8.0,False,0.0,0.0,0.0,0.0,0.0,True,82,3,6,16,1,0.0,1.0,0.0,0.0,1.0,0.0
False,24.0,False,688.0,0.0,0.0,0.0,17.0,True,84,1,7,14,2,0.0,0.0,0.0,0.0,1.0,0.0
True,40.0,False,0.0,0.0,0.0,0.0,0.0,True,85,1,3,5,2,1.0,0.0,0.0,0.0,1.0,0.0
False,43.0,False,211.0,0.0,0.0,638.0,513.0,False,86,1,6,17,1,0.0,0.0,0.0,0.0,1.0,0.0
True,45.0,False,0.0,0.0,0.0,0.0,0.0,True,88,1,5,5,2,0.0,1.0,0.0,1.0,0.0,0.0
True,35.0,False,0.0,0.0,0.0,0.0,0.0,True,90,1,7,15,2,0.0,0.0,0.0,0.0,1.0,0.0
True,26.0,False,212.57473504425974,0.0,0.0,0.0,0.0,True,91,1,7,16,2,0.0,0.0,0.0,0.0,1.0,0.0
False,27.0,False,1.0,697.0,31.0,188.0,0.0,False,91,2,6,20,2,0.0,0.0,0.0,0.0,1.0,0.0
False,19.0,False,0.0,0.0,670.0,1.0,34.0,False,92,1,7,9,1,0.0,0.0,0.0,0.0,1.0,0.0
True,0.0,False,0.0,0.0,164.959485450257,0.0,0.0,True,92,2,7,9,1,0.0,0.0,0.0,0.0,1.0,0.0
True,3.0,False,0.0,0.0,0.0,0.0,0.0,True,92,3,7,9,1,0.0,0.0,0.0,0.0,1.0,0.0
False,54.0,False,0.0,1208.0,0.0,3.0,637.0,False,97,1,1,2,2,1.0,0.0,0.0,0.0,1.0,0.0
False,26.0,False,0.0,856.0,5.0,32.0,0.0,False,98,1,7,11,1,0.0,0.0,0.0,0.0,1.0,0.0
False,26.0,False,0.0,2811.0,957.0,0.0,87.0,True,98,2,7,11,1,0.0,0.0,0.0,0.0,1.0,0.0
False,23.0,False,311.0,427.0,526.0,37.0,0.0,False,99,1,6,19,1,0.0,0.0,0.0,1.0,0.0,0.0
False,2.0,False,0.0,0.0,0.0,0.0,0.0,True,99,2,7,12,1,0.0,0.0,0.0,0.0,1.0,0.0
True,31.0,False,0.0,0.0,0.0,0.0,0.0,True,101,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0
False,18.0,False,0.0,0.0,0.0,830.0,91.0,False,102,1,6,23,2,0.0,0.0,0.0,0.0,1.0,0.0
False,24.0,False,0.0,272.68672824364205,0.0,0.0,17.0,True,103,1,6,24,2,0.0,0.0,0.0,0.0,1.0,0.0
True,9.0,False,0.0,0.0,0.0,0.0,0.0,True,103,2,7,18,2,0.0,0.0,0.0,0.0,0.0,0.0
True,6.0,False,0.0,0.0,0.0,0.0,0.0,False,103,3,7,18,2,0.0,0.0,0.0,0.0,1.0,0.0
False,27.0,False,0.0,0.0,570.0,2.0,131.0,False,105,1,6,21,1,0.0,0.0,0.0,0.0,1.0,0.0
False,21.0,False,1743.0,5.0,17.0,0.0,0.0,False,107,1,4,2,2,0.0,1.0,0.0,0.0,1.0,0.0
True,23.0,False,0.0,0.0,0.0,0.0,0.0,False,108,1,7,19,2,0.0,0.0,0.0,0.0,1.0,0.0
False,31.0,False,562.0,0.0,326.0,0.0,0.0,False,108,2,7,19,2,0.0,0.0,0.0,0.0,1.0,0.0
False,0.0,False,0.0,0.0,0.0,0.0,0.0,True,108,3,7,19,2,0.0,0.0,0.0,0.0,1.0,0.0
False,32.0,False,0.0,410.0,6.0,3929.0,764.0,False,110,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0
False,40.0,False,0.0,331.0,0.0,0.0,1687.0,False,110,2,2,5,1,1.0,0.0,0.0,0.0,1.0,0.0
False,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,True,110,3,2,5,1,1.0,0.0,0.0,0.0,1.0,0.0
True,28.0,False,0.0,0.0,0.0,0.0,0.0,True,110,4,2,5,1,1.0,0.0,0.0,0.0,1.0,0.0
True,29.0,False,0.0,0.0,0.0,0.0,0.0,True,111,1,5,6,2,1.0,0.0,0.0,0.0,1.0,0.0
False,48.0,True,0.0,2537.0,87.0,17.0,13.0,True,112,1,2,1,2,1.0,0.0,0.0,0.0,0.0,0.0
False,64.0,False,0.0,0.0,804.0,0.0,0.0,True,113,1,6,23,1,0.0,0.0,0.0,0.0,1.0,0.0
False,27.0,False,82.0,157.0,429.0,238.0,1.0,False,114,1,7,20,2,0.0,0.0,0.0,0.0,1.0,0.0
False,26.0,False,0.0,0.0,0.0,0.0,204.1105466522332,True,115,1,6,24,1,0.0,1.0,0.0,0.0,1.0,0.0
False,33.0,False,1.0,2223.0,0.0,12.0,404.0,True,116,1,4,4,1,1.0,0.0,0.0,0.0,1.0,0.0
False,39.0,False,0.0,2344.0,0.0,65.0,6898.0,False,119,1,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0
True,13.0,False,0.0,0.0,0.0,0.0,0.0,True,119,2,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0
True,24.0,False,0.0,0.0,0.0,0.0,195.25514407621114,True,120,1,6,25,1,0.0,1.0,0.0,0.0,1.0,0.0
False,29.0,False,0.0,0.0,0.0,699.0,74.0,False,122,1,7,21,2,0.0,0.0,0.0,0.0,1.0,0.0
False,18.0,False,55.0,597.0,49.0,0.0,1.0,False,123,1,6,27,1,0.0,0.0,0.0,0.0,1.0,0.0
True,67.0,False,0.0,0.0,0.0,0.0,0.0,True,126,1,6,27,2,0.0,1.0,0.0,0.0,1.0,0.0
False,35.0,False,701.0,0.0,296.0,0.0,25.0,False,127,1,5,7,2,0.0,1.0,0.0,0.0,1.0,0.0
False,61.0,True,2353.0,334.0,9.0,316.0,2.0,False,128,1,4,3,2,0.0,1.0,0.0,0.0,1.0,0.0
False,45.0,False,2103.0,6.0,0.0,0.0,0.0,False,128,2,5,8,2,0.0,1.0,0.0,0.0,1.0,0.0
True,22.0,False,0.0,0.0,165.0309588987795,0.0,0.0,True,129,1,7,22,2,0.0,0.0,0.0,1.0,0.0,0.0
True,19.0,False,0.0,0.0,0.0,0.0,0.0,True,133,1,6,29,2,0.0,1.0,0.0,0.0,1.0,0.0
False,36.0,False,2738.0,0.0,0.0,0.0,0.0,False,133,2,4,5,2,0.0,1.0,0.0,0.0,1.0,0.0
False,19.0,False,0.0,14.0,730.0,0.0,0.0,True,134,1,7,17,1,0.0,0.0,0.0,0.0,1.0,0.0
False,47.0,False,97.0,418.0,126.0,25.0,55.0,False,136,1,7,23,2,0.0,0.0,0.0,1.0,0.0,0.0
True,13.0,False,0.0,0.0,0.0,0.0,0.0,True,138,1,7,18,1,0.0,0.0,0.0,0.0,1.0,0.0
False,34.0,False,0.0,22.0,0.0,564.0,207.0,False,138,2,5,5,1,0.0,0.0,0.0,0.0,0.0,1.0
True,35.0,False,0.0,0.0,0.0,0.0,0.0,True,139,1,3,6,2,1.0,0.0,0.0,0.0,0.0,0.0
True,24.0,False,0.0,0.0,0.0,0.0,0.0,True,140,1,7,19,1,0.0,0.0,0.0,0.0,1.0,0.0
False,26.0,False,440.0,0.0,0.0,0.0,462.0,False,140,2,6,29,1,0.0,0.0,0.0,0.0,1.0,0.0
False,31.0,False,232.6406060953811,0.0,97.0,0.0,0.0,False,141,1,6,30,1,0.0,1.0,0.0,0.0,1.0,0.0
False,20.0,False,0.0,420.0,210.0,0.0,0.0,True,144,1,6,31,2,0.0,0.0,0.0,0.0,1.0,0.0
False,56.0,False,0.0,0.0,0.0,0.0,0.0,False,146,1,7,25,2,0.0,0.0,0.0,0.0,1.0,0.0
True,50.0,False,0.0,0.0,0.0,0.0,0.0,True,147,1,7,26,2,0.0,0.0,0.0,0.0,1.0,0.0
False,42.0,False,1072.0,0.0,10.0,0.0,76.0,False,148,1,6,31,1,0.0,1.0,0.0,0.0,1.0,0.0
True,27.349953357930662,False,0.0,0.0,0.0,0.0,0.0,True,149,1,7,27,2,0.0,0.0,0.0,0.0,0.0,0.0
True,38.0,False,0.0,0.0,0.0,0.0,0.0,False,151,1,7,20,1,0.0,0.0,0.0,0.0,0.0,0.0
False,41.0,False,0.0,0.0,0.0,0.0,607.0,False,152,1,6,32,1,0.0,0.0,0.0,0.0,0.0,1.0
False,22.0,False,4119.0,0.0,0.0,0.0,61.0,False,160,1,7,22,1,0.0,0.0,0.0,0.0,1.0,0.0
True,26.0,False,0.0,0.0,0.0,0.0,0.0,True,163,1,2,8,1,1.0,0.0,0.0,0.0,1.0,0.0
True,17.0,False,0.0,0.0,0.0,0.0,0.0,True,163,2,2,8,1,1.0,0.0,0.0,0.0,1.0,0.0
False,57.0,False,50.0,1688.0,0.0,633.4268741330095,135.0,True,164,1,7,28,2,0.0,0.0,0.0,0.0,1.0,0.0
True,17.0,False,0.0,0.0,0.0,0.0,0.0,False,164,2,7,28,2,0.0,0.0,0.0,1.0,0.0,0.0
True,35.0,False,0.0,0.0,0.0,0.0,0.0,True,165,1,6,37,1,0.0,1.0,0.0,0.0,1.0,0.0
True,13.0,False,0.0,0.0,0.0,0.0,0.0,True,167,1,6,35,2,0.0,1.0,0.0,0.0,1.0,0.0
False,27.0,False,1365.0,0.0,48.0,22.0,137.0,False,167,2,6,35,2,0.0,1.0,0.0,0.0,1.0,0.0
True,31.0,False,0.0,0.0,0.0,0.0,0.0,False,169,1,7,23,1,0.0,0.0,0.0,0.0,1.0,0.0
False,24.0,False,0.0,0.0,0.0,221.0,567.0,False,170,1,5,10,2,0.0,0.0,0.0,0.0,1.0,0.0
True,19.0,False,0.0,0.0,0.0,0.0,0.0,True,171,1,7,30,2,0.0,0.0,0.0,1.0,0.0,0.0
True,32.0,False,0.0,0.0,0.0,0.0,0.0,True,172,1,7,24,1,0.0,0.0,0.0,0.0,1.0,0.0
False,58.0,False,0.0,985.0,0.0,5.0,0.0,True,173,1,5,11,2,0.0,0.0,0.0,0.0,1.0,0.0
False,21.0,False,287.0,0.0,16.0,115.0,175.0,False,174,1,6,38,1,0.0,0.0,0.0,0.0,0.0,0.0
False,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,False,177,1,2,2,2,1.0,0.0,0.0,0.0,1.0,0.0
False,38.0,False,3414.0,0.0,161.0,28.0,119.0,False,178,1,4,6,2,0.0,1.0,0.0,0.0,1.0,0.0
False,19.0,False,1.0,219.0,673.0,2.0,11.0,True,179,1,7,26,1,0.0,0.0,0.0,0.0,1.0,0.0
False,0.0,False,0.0,0.0,0.0,0.0,0.0,False,179,2,7,26,1,0.0,0.0,0.0,0.0,1.0,0.0
False,3.0,False,0.0,0.0,0.0,0.0,0.0,True,179,3,7,26,1,0.0,0.0,0.0,0.0,1.0,0.0
False,20.0,False,0.0,0.0,3.0,299.0,92.0,False,181,1,7,27,1,0.0,0.0,0.0,0.0,1.0,0.0
True,24.0,False,0.0,0.0,0.0,0.0,0.0,True,182,1,3,3,1,1.0,0.0,0.0,0.0,1.0,0.0
False,37.0,False,17.0,146.0,426.0,0.0,232.0,True,183,1,6,36,2,0.0,0.0,0.0,0.0,1.0,0.0
False,25.0,False,62.0,0.0,0.0,0.0,956.0,False,186,1,7,28,1,0.0,0.0,0.0,0.0,1.0,0.0
True,56.0,False,0.0,0.0,0.0,0.0,0.0,True,188,1,7,31,2,0.0,0.0,0.0,0.0,1.0,0.0
False,49.0,False,84.0,3.0,401.0,202.0,98.0,False,189,1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.0
True,11.0,False,0.0,0.0,0.0,0.0,0.0,False,190,1,7,32,2,0.0,0.0,0.0,0.0,0.0,0.0
True,1.0,False,0.0,0.0,0.0,0.0,0.0,True,192,1,7,29,1,0.0,0.0,0.0,0.0,1.0,0.0
False,8.0,False,0.0,0.0,0.0,0.0,0.0,False,192,2,7,29,1,0.0,0.0,0.0,0.0,1.0,0.0
False,39.0,False,0.0,0.0,10.0,898.0,0.0,False,192,3,7,29,1,0.0,0.0,0.0,0.0,1.0,0.0
True,2.0,False,0.0,0.0,0.0,0.0,0.0,True,193,1,6,41,1,0.0,1.0,0.0,0.0,1.0,0.0
False,23.0,False,210.35451023110434,0.0,8.0,1072.0,0.0,False,193,2,6,41,1,0.0,1.0,0.0,0.0,1.0,0.0
False,0.0,False,0.0,0.0,0.0,0.0,0.0,True,193,3,6,41,1,0.0,1.0,0.0,0.0,1.0,0.0
False,39.0,False,406.0,0.0,867.0,0.0,0.0,True,195,1,6,42,1,0.0,1.0,0.0,0.0,1.0,0.0
False,25.0,False,1052.0,0.0,719.0,0.0,7.0,False,196,1,4,5,1,0.0,1.0,0.0,1.0,0.0,0.0
False,36.0,False,0.0,972.0,0.0,795.0,575.0,False,197,1,3,5,1,1.0,0.0,0.0,0.0,1.0,0.0
False,52.0,False,0.0,0.0,0.0,0.0,0.0,True,198,1,7,30,1,0.0,0.0,0.0,1.0,0.0,0.0
True,18.0,False,0.0,0.0,0.0,0.0,0.0,False,199,1,7,33,2,0.0,0.0,0.0,0.0,1.0,0.0
True,15.0,False,0.0,0.0,0.0,0.0,0.0,True,200,1,7,31,1,0.0,0.0,0.0,0.0,1.0,0.0
True,35.0,False,0.0,0.0,0.0,0.0,0.0,True,201,1,2,3,2,1.0,0.0,0.0,0.0,1.0,0.0
True,47.0,False,0.0,0.0,0.0,0.0,0.0,True,201,2,2,3,2,1.0,0.0,0.0,0.0,1.0,0.0
True,45.0,False,0.0,0.0,0.0,0.0,0.0,True,202,1,2,9,1,1.0,0.0,0.0,0.0,0.0,0.0
False,30.995385008254793,False,0.0,2433.0,157.19617712615545,878.0,443.0,True,202,2,1,2,1,1.0,0.0,0.0,0.0,0.0,0.0
True,51.0,False,0.0,0.0,0.0,0.0,0.0,True,203,1,3,8,2,1.0,0.0,0.0,0.0,1.0,0.0
False,29.0,False,0.0,2.0,66.0,0.0,705.0,False,205,1,7,34,2,0.0,0.0,0.0,0.0,1.0,0.0
False,30.29188703101559,False,2.0,1720.0,12.0,1125.0,122.0,True,206,1,3,9,2,1.0,0.0,0.0,0.0,0.0,0.0
True,19.0,False,0.0,0.0,0.0,0.0,0.0,False,207,1,7,32,1,0.0,0.0,0.0,1.0,0.0,0.0
True,24.0,False,0.0,0.0,165.0374564850088,0.0,0.0,True,210,1,4,6,1,0.0,0.0,1.0,0.0,0.0,0.0
False,29.0,False,902.0,1.0,137.0,0.0,0.0,True,211,1,6,44,1,0.0,1.0,0.0,0.0,1.0,0.0
True,11.0,False,0.0,0.0,0.0,0.0,0.0,True,211,2,6,44,1,0.0,1.0,0.0,0.0,1.0,0.0
False,17.0,False,848.0,0.0,307.0,182.0,0.0,False,211,3,6,44,1,0.0,1.0,0.0,0.0,1.0,0.0
False,13.0,False,192.0,0.0,0.0,51.0,739.0,False,212,1,5,9,1,0.0,0.0,0.0,0.0,1.0,0.0
False,35.0,False,147.0,188.0,0.0,10.0,387.0,False,212,2,6,45,1,0.0,0.0,0.0,0.0,1.0,0.0
False,21.0,False,367.0,281.0,0.0,0.0,146.0,False,213,1,6,46,1,0.0,0.0,0.0,0.0,1.0,0.0
False,21.0,False,0.0,56.0,0.0,0.0,1918.0,False,216,1,6,40,2,0.0,0.0,0.0,0.0,0.0,0.0
False,38.0,False,1517.0,0.0,0.0,27.0,0.0,False,217,1,6,47,1,0.0,0.0,0.0,0.0,1.0,0.0
True,19.0,False,0.0,0.0,0.0,0.0,0.0,True,219,1,7,36,1,0.0,0.0,0.0,0.0,1.0,0.0
True,2.0,False,0.0,0.0,0.0,0.0,0.0,True,220,1,7,37,1,0.0,0.0,0.0,0.0,1.0,0.0
False,0.0,False,0.0,0.0,0.0,0.0,0.0,True,220,2,7,37,1,0.0,0.0,0.0,0.0,1.0,0.0
True,13.0,False,0.0,0.0,0.0,0.0,0.0,False,220,3,7,37,1,0.0,0.0,0.0,0.0,1.0,0.0
False,25.0,False,122.0,84.0,169.68900451793462,0.0,0.0,False,220,4,5,10,1,0.0,0.0,0.0,0.0,1.0,0.0
False,16.0,False,0.0,3.0,0.0,0.0,1099.0,False,220,5,6,48,1,0.0,0.0,0.0,0.0,1.0,0.0
False,1.0,False,0.0,0.0,0.0,0.0,0.0,False,220,6,7,37,1,0.0,0.0,0.0,0.0,0.0,0.0
True,15.0,False,0.0,0.0,0.0,0.0,0.0,True,220,7,7,37,1,0.0,0.0,0.0,0.0,1.0,0.0
False,21.0,False,2237.0,0.0,119.0,0.0,0.0,False,221,1,5,13,2,0.0,1.0,0.0,0.0,0.0,0.0
False,23.0,False,1215.0,80.0,1.0,2.0,0.0,False,221,2,5,13,2,0.0,1.0,0.0,0.0,1.0,0.0
False,33.0,False,1933.0,12.0,188.0,1.0,0.0,False,221,3,5,13,2,0.0,1.0,0.0,0.0,1.0,0.0
True,21.0,False,0.0,0.0,0.0,0.0,0.0,True,221,4,5,13,2,0.0,1.0,0.0,0.0,1.0,0.0
False,41.0,False,1230.0,0.0,301.0,43.0,1023.0,False,221,5,5,13,2,0.0,1.0,0.0,0.0,1.0,0.0
False,16.0,False,915.0,0.0,221.0,234.0,0.0,False,221,6,5,13,2,0.0,1.0,0.0,0.0,1.0,0.0
True,42.0,False,0.0,0.0,0.0,0.0,0.0,False,221,7,5,13,2,0.0,1.0,0.0,0.0,1.0,0.0
False,20.0,False,1406.0,0.0,0.0,11.0,0.0,False,222,1,6,41,2,0.0,1.0,0.0,0.0,1.0,0.0
